187	159	4.0	0.3
175	148	4.4	1.0
117	112	4.4	0.8
61	60	3.9	0.8
3	3	3.2	1.9
0	0	2.8	2.6
0	0	2.5	2.3
0	0	2.2	0.5
0	0	1.9	1.9
0	0	1.6	1.6
0	0	1.3	1.0
0	0	0.9	1.4
0	0	0.5	3.4
0	0	0.1	3.4
0	0	-0.4	2.6
0	0	-0.6	1.9
0	0	-0.9	1.4
0	0	-1.1	1.2
0	0	-1.3	1.4
0	0	-1.5	1.4
2	2	-1.4	1.0
49	49	-0.7	0.3
72	72	-0.2	0.7
71	71	0.0	1.2
31	31	-0.2	2.3
259	153	1.0	3.4
211	84	1.6	3.4
121	65	1.6	1.6
18	18	1.1	0.4
0	0	0.8	0.1
0	0	0.6	0.1
0	0	0.4	0.0
0	0	0.2	0.2
0	0	0.0	0.1
0	0	-0.2	0.1
0	0	-0.5	0.0
0	0	-0.5	0.1
0	0	-0.6	0.0
0	0	-0.6	0.1
0	0	-0.6	0.3
0	0	-0.6	0.5
0	0	-0.5	0.2
0	0	-0.5	0.1
0	0	-0.5	0.3
2	2	-0.4	0.3
18	18	0.0	0.3
30	30	0.1	0.5
43	43	0.6	0.7
31	31	0.8	0.3
210	137	2.1	1.0
188	91	3.0	1.0
98	67	3.1	0.3
11	11	2.6	0.7
0	0	2.3	0.9
0	0	2.0	1.2
0	0	1.7	1.6
0	0	1.4	1.0
0	0	1.1	1.4
0	0	0.8	1.0
0	0	0.5	0.9
0	0	0.0	0.5
0	0	-0.5	0.7
0	0	-1.0	0.9
0	0	-1.3	0.3
0	0	-1.6	0.1
0	0	-1.8	0.0
0	0	-2.0	0.0
0	0	-2.2	0.1
2	2	-2.2	0.3
67	59	-1.2	0.7
133	115	-0.2	2.3
182	154	0.7	2.6
204	166	1.4	4.3
191	160	1.8	6.6
143	120	1.8	2.3
91	69	1.5	0.4
10	10	0.7	1.9
0	0	0.4	1.9
0	0	0.0	1.2
0	0	-0.3	0.8
0	0	-0.7	1.0
0	0	-1.0	2.9
0	0	-1.4	2.6
0	0	-1.7	3.8
0	0	-1.9	1.4
0	0	-2.4	2.3
0	0	-2.4	2.1
0	0	-2.4	1.6
0	0	-2.5	1.0
0	0	-2.6	0.7
0	0	-2.7	1.4
0	0	-2.7	1.4
2	2	-2.6	0.5
42	42	-2.0	1.2
75	75	-1.3	1.4
100	100	-0.8	1.6
110	110	-0.4	0.7
103	103	-0.2	0.4
82	82	-0.2	0.7
48	48	-0.3	0.5
6	6	-0.8	0.5
0	0	-1.0	2.3
0	0	-1.3	2.6
0	0	-1.6	1.9
0	0	-1.9	1.4
0	0	-2.1	1.2
0	0	-2.4	0.5
0	0	-2.7	0.8
0	0	-2.9	0.7
0	0	-3.2	2.1
0	0	-3.5	0.8
0	0	-3.6	0.4
0	0	-3.8	0.8
0	0	-3.9	1.2
0	0	-4.0	0.8
0	0	-4.1	0.5
13	13	-3.6	0.8
105	64	-1.8	2.6
195	85	-0.1	5.5
316	91	1.9	2.3
292	129	3.0	3.8
182	144	2.9	5.5
183	109	2.9	7.5
120	72	2.4	5.5
15	15	1.2	2.6
0	0	0.9	8.7
0	0	0.5	4.9
0	0	0.2	2.6
0	0	-0.1	0.9
0	0	-0.5	0.2
0	0	-0.8	0.3
0	0	-1.1	0.8
0	0	-1.4	0.5
0	0	-1.7	0.7
0	0	-2.0	1.2
0	0	-2.1	0.7
0	0	-2.2	1.0
0	0	-2.3	2.3
0	0	-2.3	1.6
0	0	-2.4	1.0
6	6	-2.1	3.8
120	75	0.2	2.9
223	53	2.3	1.9
293	65	4.1	0.7
330	58	5.5	1.0
325	53	6.4	0.1
261	46	6.7	3.4
155	81	6.2	3.8
24	24	4.9	3.4
0	0	4.0	6.0
0	0	3.1	3.4
0	0	2.2	1.9
0	0	1.3	1.2
0	0	0.4	1.4
0	0	-0.4	1.4
0	0	-1.3	2.1
0	0	-2.4	4.9
0	0	-3.6	2.9
0	0	-4.9	0.9
0	0	-5.5	0.4
0	0	-6.2	0.5
0	0	-6.9	0.5
0	0	-7.4	1.2
0	0	-7.9	0.2
3	3	-8.0	0.2
116	75	-6.6	0.3
223	52	-5.3	0.3
316	67	-4.2	0.1
335	57	-3.4	0.5
303	80	-3.1	0.8
227	87	-3.2	0.7
114	83	-3.9	0.4
4	4	-5.0	0.9
0	0	-5.5	1.9
0	0	-6.0	2.6
0	0	-6.6	0.4
0	0	-7.1	0.5
0	0	-7.6	0.3
0	0	-8.1	0.1
0	0	-8.6	0.0
0	0	-8.6	0.1
0	0	-8.6	0.4
0	0	-8.5	1.0
0	0	-8.5	3.4
0	0	-8.5	1.6
0	0	-8.4	2.6
0	0	-8.4	3.4
0	0	-8.4	1.9
2	2	-8.2	1.2
94	67	-6.2	1.4
176	94	-4.3	1.6
251	107	-2.6	0.7
264	133	-1.4	0.5
281	101	-0.4	0.7
222	82	-0.1	0.3
144	85	-0.5	0.3
23	23	-1.8	0.5
0	0	-1.9	1.0
0	0	-1.9	3.8
0	0	-2.0	1.9
0	0	-2.1	0.8
0	0	-2.2	0.7
0	0	-2.3	2.3
0	0	-2.4	0.7
0	0	-2.6	0.7
0	0	-2.8	0.5
0	0	-3.0	0.1
0	0	-3.1	0.1
0	0	-3.2	0.1
0	0	-3.3	0.1
0	0	-3.4	0.0
0	0	-3.4	0.1
2	2	-3.3	0.5
34	34	-2.8	0.7
67	67	-2.2	0.3
92	92	-1.7	0.2
105	105	-1.3	0.0
101	101	-1.0	0.0
86	86	-0.9	0.1
53	53	-1.0	0.5
8	8	-1.4	0.7
0	0	-1.8	1.0
0	0	-2.3	0.8
0	0	-2.9	1.6
0	0	-2.8	2.9
0	0	-3.2	1.6
0	0	-3.5	1.6
0	0	-3.9	1.2
0	0	-4.8	1.2
0	0	-6.2	1.6
0	0	-5.8	1.9
0	0	-6.0	3.4
0	0	-6.3	3.4
0	0	-6.6	3.4
0	0	-6.8	2.9
0	0	-7.1	3.4
2	2	-7.2	1.2
12	12	-7.4	0.8
21	21	-7.6	0.2
29	29	-7.8	0.1
33	33	-7.9	0.1
31	31	-8.1	0.4
24	24	-8.3	1.6
15	15	-8.1	4.3
5	5	-8.0	2.9
0	0	-8.0	3.8
0	0	-7.8	7.5
0	0	-7.6	6.6
0	0	-7.5	4.9
0	0	-7.6	4.3
0	0	-6.9	3.4
0	0	-6.6	1.0
0	0	-6.2	0.7
0	0	-5.8	1.0
0	0	-5.3	0.7
0	0	-5.1	0.1
0	0	-4.9	0.1
0	0	-4.7	0.3
0	0	-4.7	0.9
0	0	-4.3	0.8
2	2	-4.0	0.5
17	17	-4.2	1.9
31	31	-2.9	1.0
40	40	-2.3	0.9
44	44	-1.9	1.0
37	37	-1.7	0.2
29	29	-1.6	0.5
19	19	-1.7	1.6
7	7	-2.0	0.5
0	0	-2.5	0.2
0	0	-2.2	1.0
0	0	-2.2	1.0
0	0	-2.2	0.4
0	0	-2.2	0.2
0	0	-2.2	0.7
0	0	-2.2	0.9
0	0	-2.7	1.4
0	0	-3.2	1.4
0	0	-3.6	1.9
0	0	-3.9	1.2
0	0	-4.1	0.5
0	0	-4.4	0.3
0	0	-4.6	0.2
0	0	-4.7	0.9
10	10	-4.4	1.9
128	78	-2.3	2.6
155	113	-1.3	0.5
278	117	0.3	1.4
360	102	1.9	1.0
381	115	3.0	1.9
208	115	2.9	4.3
116	90	2.1	2.9
34	31	0.9	2.1
0	0	-0.2	0.7
0	0	-0.3	0.7
0	0	-0.3	0.3
0	0	-0.4	0.5
0	0	-0.5	1.6
0	0	-0.5	2.3
0	0	-0.6	1.9
0	0	-0.6	1.2
0	0	-0.5	0.5
0	0	-0.4	0.7
0	0	-0.3	0.1
0	0	-0.2	0.1
0	0	-0.1	0.7
0	0	-0.1	0.2
0	0	0.0	0.8
3	3	0.2	0.8
15	15	0.6	0.3
24	24	0.9	2.1
55	55	1.4	4.3
61	61	1.9	3.8
305	128	4.1	1.6
252	75	5.4	2.3
162	54	5.8	4.9
54	30	5.3	2.1
0	0	4.6	2.3
0	0	4.4	1.6
0	0	4.1	2.9
0	0	3.9	2.6
0	0	3.7	3.4
0	0	3.5	4.3
0	0	3.2	2.9
0	0	2.7	4.9
0	0	2.2	1.2
0	0	1.7	0.5
0	0	1.5	0.5
0	0	1.2	1.4
0	0	0.9	1.0
0	0	0.7	2.1
0	0	0.6	1.6
12	12	1.0	1.9
152	86	3.7	2.3
275	50	6.2	2.1
365	59	8.3	4.3
401	60	9.8	3.8
385	60	10.7	1.9
312	54	11.0	1.6
198	44	10.4	1.2
71	27	8.9	0.9
0	0	7.3	1.9
0	0	7.0	1.6
0	0	6.7	2.9
0	0	6.4	2.1
0	0	6.1	1.6
0	0	5.8	2.9
0	0	5.5	2.1
0	0	5.2	1.2
0	0	5.0	1.2
0	0	4.7	0.7
0	0	4.5	0.4
0	0	4.4	0.3
0	0	4.3	0.5
0	0	4.0	0.3
0	0	4.0	0.8
3	3	4.1	2.1
16	16	4.2	0.9
30	30	4.3	1.0
37	37	4.4	0.8
45	45	4.5	1.2
46	46	4.6	2.6
38	38	4.5	2.6
23	23	4.4	3.4
8	8	3.7	4.3
0	0	4.0	2.6
0	0	4.1	0.8
0	0	3.8	0.3
0	0	3.6	0.5
0	0	3.4	0.5
0	0	3.2	0.2
0	0	2.9	0.1
0	0	2.6	0.5
0	0	2.3	1.2
0	0	1.9	1.4
0	0	1.8	2.3
0	0	1.6	3.8
0	0	1.4	2.6
0	0	1.3	2.3
0	0	1.2	2.6
12	12	1.7	4.9
151	85	4.5	4.3
275	46	7.1	2.3
360	50	9.3	4.9
393	50	10.9	10.2
367	49	11.7	6.0
303	47	12.0	3.4
197	42	11.4	1.9
72	29	10.0	2.3
0	0	8.4	1.4
0	0	8.0	1.2
0	0	7.7	1.6
0	0	7.3	2.3
0	0	6.9	1.6
0	0	6.6	2.9
0	0	6.2	2.3
0	0	5.8	3.4
0	0	5.5	1.2
0	0	5.2	2.9
0	0	5.0	1.0
0	0	4.9	1.2
0	0	4.7	1.0
0	0	4.7	0.1
0	0	4.6	0.1
5	5	4.8	0.1
92	70	6.4	0.2
188	121	8.2	0.2
340	100	10.4	0.1
340	132	11.8	0.2
377	103	12.9	0.2
246	108	13.1	0.3
149	74	12.6	1.4
46	36	11.5	1.4
0	0	10.3	3.4
0	0	9.7	6.0
0	0	9.1	2.1
0	0	8.4	2.3
0	0	7.8	0.9
0	0	7.2	1.0
0	0	6.5	0.9
0	0	5.7	1.4
0	0	4.8	0.4
0	0	3.9	0.0
0	0	3.4	0.3
0	0	2.9	0.3
0	0	2.5	0.5
0	0	2.1	0.3
0	0	1.8	0.1
3	3	1.8	0.5
62	62	2.7	0.5
120	115	3.5	1.2
69	69	3.5	0.3
136	136	3.9	0.5
209	166	4.5	0.7
233	136	5.0	0.5
249	110	5.5	0.2
97	43	5.2	0.3
2	2	4.5	0.0
0	0	3.5	0.0
0	0	2.5	0.0
0	0	1.5	0.0
0	0	0.6	0.0
0	0	-0.4	0.1
0	0	-1.4	0.2
0	0	-2.1	0.1
0	0	-3.0	0.1
0	0	-3.8	0.0
0	0	-4.2	0.0
0	0	-4.7	0.2
0	0	-5.1	0.8
0	0	-5.4	0.9
0	0	-5.7	1.4
3	3	-5.7	1.2
70	68	-4.9	0.7
180	120	-3.6	0.2
301	124	-2.2	0.1
327	139	-1.3	0.1
235	168	-1.0	0.3
141	129	-1.4	0.5
42	42	-2.3	1.2
7	7	-3.1	1.0
1	1	-3.8	0.7
0	0	-4.1	0.5
0	0	-4.3	0.8
0	0	-4.6	1.2
0	0	-4.8	1.2
0	0	-5.1	2.1
0	0	-5.3	0.9
0	0	-5.3	1.6
0	0	-5.3	0.3
0	0	-5.3	0.4
0	0	-5.3	0.1
0	0	-5.3	0.4
0	0	-5.2	0.5
0	0	-5.2	1.4
0	0	-5.2	1.0
4	4	-5.1	0.5
116	83	-2.9	0.8
156	128	-1.6	0.2
255	178	-0.1	0.5
292	166	1.2	0.1
171	156	1.2	0.4
30	30	0.0	0.3
99	90	-0.4	0.3
38	38	-1.1	1.0
0	0	-2.0	0.8
0	0	-1.3	1.0
0	0	-0.6	0.4
0	0	0.0	0.7
0	0	0.7	0.5
0	0	1.4	0.4
0	0	2.0	0.7
0	0	2.0	0.2
0	0	2.0	0.3
0	0	2.0	1.6
0	0	2.1	1.9
0	0	2.2	0.3
0	0	2.2	0.2
0	0	2.3	0.5
0	0	2.3	0.5
3	3	2.5	0.5
24	24	3.1	1.0
39	39	3.5	1.6
52	52	3.9	1.2
57	57	4.2	3.4
306	159	6.4	1.4
258	119	7.7	2.3
172	74	8.1	1.6
71	36	7.8	1.2
0	0	7.0	2.6
0	0	6.7	3.4
0	0	6.4	1.9
0	0	6.1	1.6
0	0	5.8	1.0
0	0	5.6	0.5
0	0	5.3	1.0
0	0	4.8	1.0
0	0	4.2	2.1
0	0	3.7	1.6
0	0	3.4	3.4
0	0	3.2	4.3
0	0	2.9	4.9
0	0	2.7	5.5
0	0	2.5	4.3
4	4	2.6	2.9
23	23	3.0	4.3
45	45	3.3	3.4
59	59	3.6	2.3
60	60	3.8	3.8
326	152	5.4	4.9
261	105	6.3	3.8
167	81	6.5	2.3
65	45	6.2	1.6
1	1	5.5	4.9
0	0	4.9	6.0
0	0	4.3	2.3
0	0	3.7	1.9
0	0	3.1	1.4
0	0	2.5	2.9
0	0	1.9	1.9
0	0	1.3	2.6
0	0	0.7	1.2
0	0	0.1	1.9
0	0	-0.3	1.9
0	0	-0.6	2.9
0	0	-1.0	6.0
0	0	-1.2	2.9
0	0	-1.4	2.3
4	4	-1.4	2.6
14	14	-1.3	1.6
24	24	-1.2	0.5
176	157	0.1	0.2
206	191	1.1	0.7
231	182	1.8	0.3
251	134	2.5	1.0
158	104	2.5	0.9
32	32	1.8	0.5
1	1	1.1	0.3
0	0	1.0	0.7
0	0	0.9	2.3
0	0	0.8	1.4
0	0	0.7	0.3
0	0	0.5	0.8
0	0	0.4	0.5
0	0	0.5	0.8
0	0	0.7	1.9
0	0	0.8	1.2
0	0	0.9	2.3
0	0	1.0	1.4
0	0	1.1	0.8
0	0	1.2	0.7
0	0	1.3	1.4
4	4	1.5	1.6
32	32	2.3	1.2
64	64	3.1	0.9
78	78	3.6	0.7
87	87	4.1	0.2
99	99	4.1	0.5
87	87	4.8	0.7
57	57	4.6	0.4
23	23	4.4	0.5
1	1	4.0	1.9
0	0	3.8	1.0
0	0	3.6	0.9
0	0	3.5	0.7
0	0	3.4	0.9
0	0	3.2	2.3
0	0	3.0	4.3
0	0	2.7	7.5
0	0	2.3	4.9
0	0	1.7	1.9
0	0	1.7	2.1
0	0	1.6	0.9
0	0	1.4	0.3
0	0	1.3	0.5
0	0	1.2	0.3
5	5	1.3	0.8
65	65	2.3	0.5
84	84	2.9	0.3
136	135	3.6	0.1
118	118	3.9	0.1
99	99	3.9	0.5
85	85	3.9	0.4
83	83	3.8	0.2
27	27	3.4	0.3
1	1	2.9	0.8
0	0	2.7	1.0
0	0	2.5	3.4
0	0	2.2	1.0
0	0	2.0	2.1
0	0	1.8	2.6
0	0	1.6	1.2
0	0	1.5	2.9
0	0	1.5	2.1
0	0	1.4	2.3
0	0	1.5	0.7
0	0	1.5	1.0
0	0	1.5	0.5
0	0	1.5	0.4
0	0	1.6	0.7
22	22	2.6	1.2
158	90	5.6	1.0
266	94	8.1	0.8
346	89	10.3	0.5
378	97	11.9	0.1
370	88	12.9	0.0
307	85	13.3	0.1
211	65	12.9	0.1
88	44	11.6	0.5
1	1	9.9	1.4
0	0	9.5	1.9
0	0	9.1	2.6
0	0	8.6	2.1
0	0	8.2	0.4
0	0	7.8	0.5
0	0	7.3	0.3
0	0	6.6	1.0
0	0	5.9	0.1
0	0	5.1	1.8
0	0	4.7	1.0
0	0	4.3	0.6
0	0	3.9	2.8
0	0	3.6	1.8
0	0	3.3	1.0
27	27	3.9	1.8
176	88	5.9	0.2
292	56	7.5	0.2
378	58	8.8	0.7
426	63	9.9	0.6
396	66	10.4	0.6
325	68	10.5	3.1
209	67	10.0	2.1
95	42	9.0	2.1
1	1	7.8	3.4
0	0	7.3	4.7
0	0	6.8	2.1
0	0	6.3	1.6
0	0	5.8	2.5
0	0	5.2	1.4
0	0	4.7	1.0
0	0	4.4	0.2
0	0	4.1	0.0
0	0	3.9	0.0
0	0	3.7	1.2
0	0	3.6	1.0
0	0	3.5	1.2
0	0	3.4	1.2
0	0	3.3	3.4
29	29	4.2	6.5
146	85	5.9	3.1
246	102	7.5	3.4
272	196	8.5	2.5
308	172	9.3	3.1
291	213	9.8	2.5
265	131	10.0	1.2
187	90	9.8	3.8
67	55	9.0	1.4
1	1	8.0	0.3
0	0	7.4	0.8
0	0	6.8	1.4
0	0	6.1	0.2
0	0	5.5	0.1
0	0	4.9	0.1
0	0	4.3	0.0
0	0	3.6	0.1
0	0	2.8	0.1
0	0	2.0	0.0
0	0	1.6	0.0
0	0	1.3	0.0
0	0	1.0	0.2
0	0	0.7	0.4
0	0	0.7	0.4
47	33	1.4	0.8
150	68	2.7	1.6
275	81	4.3	0.6
353	95	5.7	0.4
357	147	6.6	0.3
362	117	7.3	0.5
320	127	7.7	0.4
184	105	7.4	1.0
77	64	6.6	1.8
1	1	5.6	0.7
0	0	4.7	0.8
0	0	3.7	0.1
0	0	2.8	0.4
0	0	1.9	0.6
0	0	0.9	0.1
0	0	0.0	1.0
0	0	-0.9	1.4
0	0	-1.8	1.6
0	0	-2.8	1.4
0	0	-3.3	1.2
0	0	-3.8	3.1
0	0	-4.2	1.0
0	0	-4.6	0.8
0	0	-4.6	1.8
54	30	-3.9	1.4
176	55	-2.5	0.5
289	75	-1.0	0.5
380	72	0.4	5.2
394	106	1.4	1.8
373	124	2.0	2.1
322	88	2.3	1.2
212	80	2.0	0.5
93	50	1.2	1.0
1	1	0.0	1.2
0	0	-0.4	0.2
0	0	-0.9	0.0
0	0	-1.3	0.2
0	0	-1.8	0.8
0	0	-2.3	0.6
0	0	-2.7	0.4
0	0	-2.9	0.2
0	0	-3.0	0.3
0	0	-3.1	3.1
0	0	-3.1	4.7
0	0	-3.1	1.8
0	0	-3.1	1.8
0	0	-3.2	2.5
0	0	-3.1	1.0
66	30	-1.9	0.4
203	47	0.3	0.4
337	53	2.6	0.7
431	53	4.8	1.4
459	67	6.4	2.1
432	53	7.4	3.4
371	57	7.9	5.9
253	50	7.7	2.8
121	40	6.7	1.0
3	3	5.2	1.4
0	0	4.7	1.4
0	0	4.2	1.4
0	0	3.7	1.2
0	0	3.2	0.8
0	0	2.7	1.0
0	0	2.3	0.4
0	0	1.6	1.2
0	0	0.9	1.6
0	0	0.2	2.5
0	0	-0.2	1.8
0	0	-0.6	0.8
0	0	-0.8	0.3
0	0	-1.1	0.1
0	0	-1.2	0.3
36	32	-0.8	0.1
22	22	-0.8	0.1
201	147	0.4	0.1
338	169	1.7	0.5
262	210	2.3	0.7
261	205	2.7	0.5
124	124	2.4	2.1
121	111	2.2	3.1
15	15	1.5	2.8
1	1	0.9	1.6
0	0	0.8	0.3
0	0	0.7	2.1
0	0	0.6	1.4
0	0	0.5	0.5
0	0	0.4	0.1
0	0	0.2	0.5
0	0	0.4	0.4
0	0	0.6	0.3
0	0	0.8	0.7
0	0	0.7	0.6
0	0	1.0	0.4
0	0	1.0	1.2
0	0	1.2	0.8
0	0	1.3	1.8
10	10	1.5	2.5
33	33	2.0	2.1
52	52	2.5	0.3
67	67	2.9	0.4
68	68	3.2	0.4
69	69	3.5	1.6
62	62	3.6	0.8
44	44	3.7	1.0
22	22	3.5	0.2
2	2	3.2	0.5
0	0	3.0	0.3
0	0	2.9	0.1
0	0	2.3	0.4
0	0	1.6	0.0
0	0	2.1	0.1
0	0	2.1	0.1
0	0	1.5	0.4
0	0	0.9	0.4
0	0	0.3	1.8
0	0	0.0	1.8
0	0	-0.3	2.5
0	0	-0.6	4.7
0	0	-0.9	1.0
0	0	-0.9	1.8
9	9	-0.9	0.8
28	28	-0.9	0.2
46	46	-0.9	0.2
59	59	-1.0	0.1
64	64	-1.0	0.1
69	69	-1.0	0.1
60	60	-1.1	0.2
40	40	-1.2	0.5
19	19	-1.3	1.2
2	2	-1.8	0.7
0	0	-3.2	3.4
0	0	-2.2	2.1
0	0	-2.4	1.6
0	0	-3.3	2.8
0	0	-3.3	3.1
0	0	-3.4	1.8
0	0	-3.6	0.8
0	0	-4.0	0.5
0	0	-3.6	1.4
0	0	-3.6	1.0
0	0	-3.5	0.8
0	0	-3.5	0.6
0	0	-3.5	0.7
0	0	-3.5	1.2
7	7	-3.3	4.7
18	18	-3.1	4.7
33	33	-2.8	3.4
37	37	-2.6	4.3
46	46	-2.4	4.3
328	207	-0.7	1.2
280	161	0.4	1.0
195	149	0.9	1.2
97	66	0.9	1.6
5	5	0.3	0.1
0	0	0.0	0.2
0	0	-0.3	0.1
0	0	-0.5	0.0
0	0	-0.8	0.1
0	0	-1.1	0.0
0	0	-1.4	0.2
0	0	-1.8	0.6
0	0	-2.2	0.5
0	0	-2.7	0.1
0	0	-2.9	0.4
0	0	-3.1	1.4
0	0	-3.2	1.2
0	0	-3.4	1.2
1	1	-3.4	1.2
84	41	-2.2	0.6
232	67	-0.4	1.2
374	108	1.5	1.2
352	180	2.5	0.7
295	223	2.9	0.2
247	205	3.0	0.1
76	76	2.1	0.4
82	82	1.4	1.8
44	44	0.7	0.3
3	3	-0.1	0.7
0	0	-0.3	1.2
0	0	-0.5	0.6
0	0	-0.7	0.7
0	0	-0.9	1.4
0	0	-1.1	5.9
0	0	-1.3	3.8
0	0	-1.5	0.7
0	0	-1.7	1.4
0	0	-1.8	0.1
0	0	-1.9	0.6
0	0	-2.2	0.6
0	0	-2.1	1.2
0	0	-2.1	1.4
0	0	-2.0	1.0
45	42	-1.2	1.8
112	106	-0.2	1.8
191	167	1.1	3.1
223	206	2.0	2.8
227	211	2.7	3.1
222	209	3.2	2.1
174	168	3.3	2.5
118	117	3.2	2.5
61	61	2.7	1.0
2	2	2.0	2.5
0	0	1.4	3.1
0	0	0.9	2.8
0	0	0.3	5.2
0	0	-0.3	3.8
0	0	-0.8	2.8
0	0	-1.4	3.1
0	0	-2.1	1.8
0	0	-2.8	0.7
0	0	-3.5	0.2
0	0	-3.9	0.1
0	0	-4.3	0.2
0	0	-4.5	0.2
0	0	-4.8	0.5
0	0	-4.8	1.0
83	38	-3.5	2.8
215	52	-1.6	3.1
334	71	0.3	2.8
403	117	1.9	1.8
475	95	3.4	1.6
453	75	4.3	2.8
407	81	4.8	3.4
275	64	4.6	3.1
143	85	3.7	3.8
9	9	2.3	1.4
0	0	1.8	1.0
0	0	1.4	0.3
0	0	1.0	0.1
0	0	0.6	2.5
0	0	0.2	0.8
0	0	-0.2	0.8
0	0	-0.4	0.7
0	0	-0.5	1.2
0	0	-0.6	0.8
0	0	-0.7	1.4
0	0	-0.7	1.8
0	0	-0.7	2.8
0	0	-0.7	3.4
0	0	-0.7	7.0
51	47	0.3	4.3
150	117	2.0	1.8
226	182	3.5	1.6
286	228	4.9	1.2
339	252	6.2	2.8
345	190	7.1	2.5
281	210	7.6	1.4
209	150	7.6	1.4
106	74	7.0	2.5
10	10	6.0	1.2
0	0	5.0	0.7
0	0	4.1	0.6
0	0	3.1	0.2
0	0	2.1	0.1
0	0	1.2	0.0
0	0	0.2	0.2
0	0	-1.0	0.0
0	0	-2.3	0.1
0	0	-3.6	0.2
0	0	-4.2	0.8
0	0	-4.9	0.7
0	0	-5.4	1.8
0	0	-5.9	1.8
0	0	-6.0	1.8
51	46	-5.3	1.8
114	109	-4.4	1.8
200	168	-3.4	0.7
152	151	-3.1	0.7
166	165	-2.9	0.8
320	228	-2.0	0.5
269	188	-1.6	1.0
334	128	-1.1	2.1
177	97	-1.2	2.5
15	15	-2.1	5.9
0	0	-2.5	1.8
0	0	-3.0	3.4
0	0	-3.5	5.2
0	0	-3.9	5.9
0	0	-4.4	5.9
0	0	-4.9	4.3
0	0	-5.0	9.2
0	0	-5.0	8.1
0	0	-5.0	4.3
0	0	-5.1	3.8
0	0	-5.1	1.6
0	0	-5.1	1.2
0	0	-5.0	2.1
1	1	-5.0	3.4
11	11	-5.2	7.5
22	22	-4.6	7.0
34	34	-4.2	10.8
42	42	-4.0	4.7
46	46	-3.9	3.1
370	255	-1.7	1.6
397	124	0.0	3.4
239	125	0.6	7.0
149	74	0.7	4.3
42	42	0.2	2.1
0	0	0.0	2.1
0	0	-0.2	4.3
0	0	-0.3	3.8
0	0	-0.5	1.2
0	0	-0.6	0.7
0	0	-0.8	1.0
0	0	-1.1	0.8
0	0	-1.4	1.0
0	0	-1.7	1.2
0	0	-1.8	0.7
0	0	-2.0	0.4
0	0	-2.1	0.2
0	0	-2.2	0.6
1	1	-2.1	1.0
8	8	-2.0	0.8
263	125	0.8	0.6
404	111	3.3	0.5
